没有配置要使用的数据服务，请修改全局配置中的datafeed相关内容
2026-05-21 13:35:02.455 | INFO | MainEngine | 连接登录 -> AKSHARE
2026-05-21 13:35:04.517 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.517 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.518 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.518 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.518 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.520 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.520 | INFO | CtaStrategy | 创建策略失败，找不到策略类FusionStrategy
2026-05-21 13:35:04.521 | INFO | CtaStrategy | 创建策略失败，找不到策略类FusionStrategy
2026-05-21 13:35:04.521 | INFO | CtaStrategy | 创建策略失败，找不到策略类FusionStrategy
2026-05-21 13:35:04.521 | INFO | CtaStrategy | 创建策略失败，找不到策略类FusionStrategy
2026-05-21 13:35:04.522 | INFO | CtaStrategy | 创建策略失败，找不到策略类FusionStrategy
2026-05-21 13:35:04.522 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.523 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.523 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.524 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.525 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.525 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.526 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.526 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.527 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.527 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.528 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.528 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.529 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.530 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.531 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.531 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.531 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.531 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.533 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.533 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.533 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.534 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.534 | INFO | CtaStrategy | 创建策略失败，找不到策略类ThresholdAlertStrategy
2026-05-21 13:35:04.536 | INFO | CtaStrategy | CTA策略引擎初始化成功
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
2026-05-21 13:35:29.035 | INFO | CtaStrategy | thr_600330开始执行初始化
2026-05-21 13:35:29.039 | INFO | CtaStrategy | [thr_600330]  策略初始化: 600330.SSE
2026-05-21 13:35:29.040 | INFO | CtaStrategy | [thr_600330]    规则: buy_zone=0.0 buy_strong=0.0 trend_break=28.05 take_profit=34.6 auto=True
2026-05-21 13:35:29.040 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='600330', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 13:35:29.041 | INFO | AKSHARE | 订阅 600330.SSE (累计 22 只)
2026-05-21 13:35:29.041 | INFO | CtaStrategy | thr_600330初始化完成
2026-05-21 13:35:29.041 | INFO | CtaStrategy | thr_002453开始执行初始化
2026-05-21 13:35:29.043 | INFO | CtaStrategy | [thr_002453]  策略初始化: 002453.SZSE
2026-05-21 13:35:29.043 | INFO | CtaStrategy | [thr_002453]    规则: buy_zone=0.0 buy_strong=0.0 trend_break=5.65 take_profit=6.67 auto=True
2026-05-21 13:35:29.045 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='002453', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 13:35:29.045 | INFO | AKSHARE | 订阅 002453.SZSE (累计 22 只)
2026-05-21 13:35:29.046 | INFO | CtaStrategy | thr_002453初始化完成
2026-05-21 13:35:29.048 | INFO | CtaStrategy | thr_603601开始执行初始化
2026-05-21 13:35:29.049 | INFO | CtaStrategy | [thr_603601]  策略初始化: 603601.SSE
2026-05-21 13:35:29.049 | INFO | CtaStrategy | [thr_603601]    规则: buy_zone=0.0 buy_strong=0.0 trend_break=16.37 take_profit=20.34 auto=True
2026-05-21 13:35:29.050 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='603601', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 13:35:29.051 | INFO | AKSHARE | 订阅 603601.SSE (累计 22 只)
2026-05-21 13:35:29.051 | INFO | CtaStrategy | thr_603601初始化完成
2026-05-21 13:35:29.053 | INFO | CtaStrategy | thr_002428开始执行初始化
2026-05-21 13:35:29.053 | INFO | CtaStrategy | [thr_002428]  策略初始化: 002428.SZSE
2026-05-21 13:35:29.053 | INFO | CtaStrategy | [thr_002428]    规则: buy_zone=78.97 buy_strong=72.26 trend_break=65.54 take_profit=0.0 auto=True
2026-05-21 13:35:29.053 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='002428', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 13:35:29.055 | INFO | AKSHARE | 订阅 002428.SZSE (累计 22 只)
2026-05-21 13:35:29.056 | INFO | CtaStrategy | thr_002428初始化完成
2026-05-21 13:35:29.056 | INFO | CtaStrategy | thr_600130开始执行初始化
2026-05-21 13:35:29.056 | INFO | CtaStrategy | [thr_600130]  策略初始化: 600130.SSE
2026-05-21 13:35:29.058 | INFO | CtaStrategy | [thr_600130]    规则: buy_zone=5.19 buy_strong=4.62 trend_break=4.05 take_profit=0.0 auto=True
2026-05-21 13:35:29.058 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='600130', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 13:35:29.059 | INFO | AKSHARE | 订阅 600130.SSE (累计 22 只)
2026-05-21 13:35:29.061 | INFO | CtaStrategy | thr_600130初始化完成
2026-05-21 13:35:29.061 | INFO | CtaStrategy | thr_603178开始执行初始化
2026-05-21 13:35:29.063 | INFO | CtaStrategy | [thr_603178]  策略初始化: 603178.SSE
2026-05-21 13:35:29.063 | INFO | CtaStrategy | [thr_603178]    规则: buy_zone=19.16 buy_strong=17.5 trend_break=15.84 take_profit=0.0 auto=True
2026-05-21 13:35:29.064 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='603178', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 13:35:29.065 | INFO | AKSHARE | 订阅 603178.SSE (累计 22 只)
2026-05-21 13:35:29.065 | INFO | CtaStrategy | thr_603178初始化完成
2026-05-21 13:35:29.067 | INFO | CtaStrategy | thr_603986开始执行初始化
2026-05-21 13:35:29.067 | INFO | CtaStrategy | [thr_603986]  策略初始化: 603986.SSE
2026-05-21 13:35:29.069 | INFO | CtaStrategy | [thr_603986]    规则: buy_zone=329.2 buy_strong=303.97 trend_break=278.73 take_profit=0.0 auto=True
2026-05-21 13:35:29.069 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='603986', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 13:35:29.070 | INFO | AKSHARE | 订阅 603986.SSE (累计 22 只)
2026-05-21 13:35:29.070 | INFO | CtaStrategy | thr_603986初始化完成
2026-05-21 13:35:29.072 | INFO | CtaStrategy | thr_301120开始执行初始化
2026-05-21 13:35:29.072 | INFO | CtaStrategy | [thr_301120]  策略初始化: 301120.SZSE
2026-05-21 13:35:29.073 | INFO | CtaStrategy | [thr_301120]    规则: buy_zone=20.88 buy_strong=19.67 trend_break=18.46 take_profit=0.0 auto=True
2026-05-21 13:35:29.073 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='301120', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 13:35:29.074 | INFO | AKSHARE | 订阅 301120.SZSE (累计 22 只)
2026-05-21 13:35:29.075 | INFO | CtaStrategy | thr_301120初始化完成
2026-05-21 13:35:29.076 | INFO | CtaStrategy | thr_301179开始执行初始化
2026-05-21 13:35:29.076 | INFO | CtaStrategy | [thr_301179]  策略初始化: 301179.SZSE
2026-05-21 13:35:29.076 | INFO | CtaStrategy | [thr_301179]    规则: buy_zone=24.89 buy_strong=23.43 trend_break=21.98 take_profit=0.0 auto=True
2026-05-21 13:35:29.078 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='301179', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 13:35:29.078 | INFO | AKSHARE | 订阅 301179.SZSE (累计 22 只)
2026-05-21 13:35:29.079 | INFO | CtaStrategy | thr_301179初始化完成
2026-05-21 13:35:29.081 | INFO | CtaStrategy | thr_600021开始执行初始化
2026-05-21 13:35:29.081 | INFO | CtaStrategy | [thr_600021]  策略初始化: 600021.SSE
2026-05-21 13:35:29.082 | INFO | CtaStrategy | [thr_600021]    规则: buy_zone=17.35 buy_strong=16.64 trend_break=15.92 take_profit=0.0 auto=True
2026-05-21 13:35:29.082 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='600021', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 13:35:29.083 | INFO | AKSHARE | 订阅 600021.SSE (累计 22 只)
2026-05-21 13:35:29.084 | INFO | CtaStrategy | thr_600021初始化完成
2026-05-21 13:35:29.085 | INFO | CtaStrategy | thr_000600开始执行初始化
2026-05-21 13:35:29.085 | INFO | CtaStrategy | [thr_000600]  策略初始化: 000600.SZSE
2026-05-21 13:35:29.086 | INFO | CtaStrategy | [thr_000600]    规则: buy_zone=9.49 buy_strong=9.0 trend_break=8.52 take_profit=0.0 auto=True
2026-05-21 13:35:29.087 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='000600', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 13:35:29.087 | INFO | AKSHARE | 订阅 000600.SZSE (累计 22 只)
2026-05-21 13:35:29.089 | INFO | CtaStrategy | thr_000600初始化完成
2026-05-21 13:35:29.089 | INFO | CtaStrategy | thr_002067开始执行初始化
2026-05-21 13:35:29.091 | INFO | CtaStrategy | [thr_002067]  策略初始化: 002067.SZSE
2026-05-21 13:35:29.091 | INFO | CtaStrategy | [thr_002067]    规则: buy_zone=4.81 buy_strong=4.64 trend_break=4.46 take_profit=0.0 auto=True
2026-05-21 13:35:29.092 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='002067', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 13:35:29.093 | INFO | AKSHARE | 订阅 002067.SZSE (累计 22 只)
2026-05-21 13:35:29.094 | INFO | CtaStrategy | thr_002067初始化完成
2026-05-21 13:35:29.095 | INFO | CtaStrategy | thr_000899开始执行初始化
2026-05-21 13:35:29.096 | INFO | CtaStrategy | [thr_000899]  策略初始化: 000899.SZSE
2026-05-21 13:35:29.096 | INFO | CtaStrategy | [thr_000899]    规则: buy_zone=12.95 buy_strong=12.25 trend_break=11.54 take_profit=0.0 auto=True
2026-05-21 13:35:29.097 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='000899', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 13:35:29.098 | INFO | AKSHARE | 订阅 000899.SZSE (累计 22 只)
2026-05-21 13:35:29.099 | INFO | CtaStrategy | thr_000899初始化完成
2026-05-21 13:35:29.100 | INFO | CtaStrategy | thr_001896开始执行初始化
2026-05-21 13:35:29.100 | INFO | CtaStrategy | [thr_001896]  策略初始化: 001896.SZSE
2026-05-21 13:35:29.101 | INFO | CtaStrategy | [thr_001896]    规则: buy_zone=15.78 buy_strong=14.22 trend_break=12.66 take_profit=0.0 auto=True
2026-05-21 13:35:29.101 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='001896', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 13:35:29.102 | INFO | AKSHARE | 订阅 001896.SZSE (累计 22 只)
2026-05-21 13:35:29.104 | INFO | CtaStrategy | thr_001896初始化完成
2026-05-21 13:35:29.105 | INFO | CtaStrategy | thr_600310开始执行初始化
2026-05-21 13:35:29.105 | INFO | CtaStrategy | [thr_600310]  策略初始化: 600310.SSE
2026-05-21 13:35:29.105 | INFO | CtaStrategy | [thr_600310]    规则: buy_zone=4.98 buy_strong=4.62 trend_break=4.25 take_profit=0.0 auto=True
2026-05-21 13:35:29.107 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='600310', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 13:35:29.109 | INFO | AKSHARE | 订阅 600310.SSE (累计 22 只)
2026-05-21 13:35:29.110 | INFO | CtaStrategy | thr_600310初始化完成
2026-05-21 13:35:29.110 | INFO | CtaStrategy | thr_601222开始执行初始化
2026-05-21 13:35:29.111 | INFO | CtaStrategy | [thr_601222]  策略初始化: 601222.SSE
2026-05-21 13:35:29.112 | INFO | CtaStrategy | [thr_601222]    规则: buy_zone=6.13 buy_strong=5.89 trend_break=5.66 take_profit=0.0 auto=True
2026-05-21 13:35:29.112 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='601222', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 13:35:29.113 | INFO | AKSHARE | 订阅 601222.SSE (累计 22 只)
2026-05-21 13:35:29.114 | INFO | CtaStrategy | thr_601222初始化完成
2026-05-21 13:35:29.116 | INFO | CtaStrategy | thr_600863开始执行初始化
2026-05-21 13:35:29.116 | INFO | CtaStrategy | [thr_600863]  策略初始化: 600863.SSE
2026-05-21 13:35:29.116 | INFO | CtaStrategy | [thr_600863]    规则: buy_zone=4.72 buy_strong=4.5 trend_break=4.28 take_profit=0.0 auto=True
2026-05-21 13:35:29.117 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='600863', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 13:35:29.119 | INFO | AKSHARE | 订阅 600863.SSE (累计 22 只)
2026-05-21 13:35:29.120 | INFO | CtaStrategy | thr_600863初始化完成
2026-05-21 13:35:29.120 | INFO | CtaStrategy | thr_605006开始执行初始化
2026-05-21 13:35:29.122 | INFO | CtaStrategy | [thr_605006]  策略初始化: 605006.SSE
2026-05-21 13:35:29.122 | INFO | CtaStrategy | [thr_605006]    规则: buy_zone=12.5 buy_strong=11.18 trend_break=9.85 take_profit=0.0 auto=True
2026-05-21 13:35:29.122 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='605006', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 13:35:29.124 | INFO | AKSHARE | 订阅 605006.SSE (累计 22 只)
2026-05-21 13:35:29.124 | INFO | CtaStrategy | thr_605006初始化完成
2026-05-21 13:35:29.125 | INFO | CtaStrategy | thr_603757开始执行初始化
2026-05-21 13:35:29.125 | INFO | CtaStrategy | [thr_603757]  策略初始化: 603757.SSE
2026-05-21 13:35:29.126 | INFO | CtaStrategy | [thr_603757]    规则: buy_zone=54.19 buy_strong=50.06 trend_break=45.93 take_profit=0.0 auto=True
2026-05-21 13:35:29.127 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='603757', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 13:35:29.128 | INFO | AKSHARE | 订阅 603757.SSE (累计 22 只)
2026-05-21 13:35:29.129 | INFO | CtaStrategy | thr_603757初始化完成
2026-05-21 13:35:29.129 | INFO | CtaStrategy | thr_002156开始执行初始化
2026-05-21 13:35:29.130 | INFO | CtaStrategy | [thr_002156]  策略初始化: 002156.SZSE
2026-05-21 13:35:29.130 | INFO | CtaStrategy | [thr_002156]    规则: buy_zone=52.7 buy_strong=48.97 trend_break=45.23 take_profit=0.0 auto=True
2026-05-21 13:35:29.131 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='002156', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 13:35:29.132 | INFO | AKSHARE | 订阅 002156.SZSE (累计 22 只)
2026-05-21 13:35:29.133 | INFO | CtaStrategy | thr_002156初始化完成
2026-05-21 13:35:29.134 | INFO | CtaStrategy | thr_002709开始执行初始化
2026-05-21 13:35:29.134 | INFO | CtaStrategy | [thr_002709]  策略初始化: 002709.SZSE
2026-05-21 13:35:29.135 | INFO | CtaStrategy | [thr_002709]    规则: buy_zone=54.52 buy_strong=50.85 trend_break=47.19 take_profit=0.0 auto=True
2026-05-21 13:35:29.135 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='002709', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 13:35:29.136 | INFO | AKSHARE | 订阅 002709.SZSE (累计 22 只)
2026-05-21 13:35:29.138 | INFO | CtaStrategy | thr_002709初始化完成
2026-05-21 13:35:29.138 | INFO | CtaStrategy | thr_002149开始执行初始化
2026-05-21 13:35:29.138 | INFO | CtaStrategy | [thr_002149]  策略初始化: 002149.SZSE
2026-05-21 13:35:29.139 | INFO | CtaStrategy | [thr_002149]    规则: buy_zone=64.03 buy_strong=58.76 trend_break=53.48 take_profit=0.0 auto=True
2026-05-21 13:35:29.139 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='002149', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 13:35:29.140 | INFO | AKSHARE | 订阅 002149.SZSE (累计 22 只)
2026-05-21 13:35:29.142 | INFO | CtaStrategy | thr_002149初始化完成
  📡 获取实时行情（新浪）...
2026-05-21 13:35:31.035 | INFO | CtaStrategy | [thr_600330]  策略启动: 600330.SSE
2026-05-21 13:35:31.036 | INFO | CtaStrategy | [thr_002453]  策略启动: 002453.SZSE
2026-05-21 13:35:31.037 | INFO | CtaStrategy | [thr_603601]  策略启动: 603601.SSE
2026-05-21 13:35:31.037 | INFO | CtaStrategy | [thr_002428]  策略启动: 002428.SZSE
2026-05-21 13:35:31.038 | INFO | CtaStrategy | [thr_600130]  策略启动: 600130.SSE
2026-05-21 13:35:31.039 | INFO | CtaStrategy | [thr_603178]  策略启动: 603178.SSE
2026-05-21 13:35:31.040 | INFO | CtaStrategy | [thr_603986]  策略启动: 603986.SSE
2026-05-21 13:35:31.040 | INFO | CtaStrategy | [thr_301120]  策略启动: 301120.SZSE
2026-05-21 13:35:31.041 | INFO | CtaStrategy | [thr_301179]  策略启动: 301179.SZSE
2026-05-21 13:35:31.041 | INFO | CtaStrategy | [thr_600021]  策略启动: 600021.SSE
2026-05-21 13:35:31.041 | INFO | CtaStrategy | [thr_000600]  策略启动: 000600.SZSE
2026-05-21 13:35:31.042 | INFO | CtaStrategy | [thr_002067]  策略启动: 002067.SZSE
2026-05-21 13:35:31.042 | INFO | CtaStrategy | [thr_000899]  策略启动: 000899.SZSE
2026-05-21 13:35:31.042 | INFO | CtaStrategy | [thr_001896]  策略启动: 001896.SZSE
2026-05-21 13:35:31.042 | INFO | CtaStrategy | [thr_600310]  策略启动: 600310.SSE
2026-05-21 13:35:31.042 | INFO | CtaStrategy | [thr_601222]  策略启动: 601222.SSE
2026-05-21 13:35:31.045 | INFO | CtaStrategy | [thr_600863]  策略启动: 600863.SSE
2026-05-21 13:35:31.045 | INFO | CtaStrategy | [thr_605006]  策略启动: 605006.SSE
2026-05-21 13:35:31.046 | INFO | CtaStrategy | [thr_603757]  策略启动: 603757.SSE
2026-05-21 13:35:31.047 | INFO | CtaStrategy | [thr_002156]  策略启动: 002156.SZSE
2026-05-21 13:35:31.047 | INFO | CtaStrategy | [thr_002709]  策略启动: 002709.SZSE
2026-05-21 13:35:31.048 | INFO | CtaStrategy | [thr_002149]  策略启动: 002149.SZSE
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
